top_img_file,side_img_file,time (second),displacement (mm),load (N)
img0-08312022144721-9.tiff,img1-08312022144721-7.tiff,0,0,1.5244899
img0-08312022144722-10.tiff,img1-08312022144722-8.tiff,1,0.005853124,3.217074425
img0-08312022144723-11.tiff,img1-08312022144723-9.tiff,2,0.015224088,3.510204
img0-08312022144724-12.tiff,img1-08312022144724-10.tiff,3,0.022530061,3.897890704
img0-08312022144725-13.tiff,img1-08312022144725-11.tiff,4,0.030022857,4.3612247
img0-08312022144726-14.tiff,img1-08312022144726-12.tiff,5,0.037376531,4.7394557
img0-08312022144727-15.tiff,img1-08312022144727-13.tiff,6,0.044750075,5.202789621
img0-08312022144728-16.tiff,img1-08312022144728-14.tiff,7,0.052145486,5.685034
img0-08312022144729-17.tiff,img1-08312022144729-15.tiff,8,0.059497167,6.157823
img0-08312022144730-18.tiff,img1-08312022144729-15.tiff,9,0.066912455,6.72517
img0-08312022144731-19.tiff,img1-08312022144731-16.tiff,10,0.074264136,7.112860447
img0-08312022144732-20.tiff,img1-08312022144732-17.tiff,11,0.081597928,7.5761905
img0-08312022144733-21.tiff,img1-08312022144733-18.tiff,12,0.088991357,8.058439357
img0-08312022144734-22.tiff,img1-08312022144734-19.tiff,13,0.096327145,8.521769
img0-08312022144735-23.tiff,img1-08312022144735-20.tiff,14,0.103641065,9.089116
img0-08312022144736-24.tiff,img1-08312022144736-21.tiff,15,0.111054365,9.561905
img0-08312022144737-25.tiff,img1-08312022144737-22.tiff,16,0.11843387,10.1292515
img0-08312022144738-26.tiff,img1-08312022144738-23.tiff,17,0.125819356,10.60204
img0-08312022144739-27.tiff,img1-08312022144739-24.tiff,18,0.133173025,11.06537961
img0-08312022144740-28.tiff,img1-08312022144740-25.tiff,19,0.140506825,11.55707029
img0-08312022144741-29.tiff,img1-08312022144740-25.tiff,20,0.147882352,12.020408
img0-08312022144742-30.tiff,img1-08312022144742-26.tiff,21,0.155174405,12.57830461
img0-08312022144743-31.tiff,img1-08312022144743-27.tiff,22,0.162569812,13.060545
img0-08312022144744-32.tiff,img1-08312022144744-28.tiff,23,0.170002992,13.44822629
img0-08312022144745-33.tiff,img1-08312022144745-29.tiff,24,0.177394425,13.911565
img0-08312022144746-34.tiff,img1-08312022144746-30.tiff,25,0.184767983,14.384354
img0-08312022144747-35.tiff,img1-08312022144747-31.tiff,26,0.192121645,14.857142
img0-08312022144748-36.tiff,img1-08312022144748-32.tiff,27,0.199495185,15.24482439
img0-08312022144749-37.tiff,img1-08312022144749-33.tiff,28,0.206848865,15.6136055
img0-08312022144750-38.tiff,img1-08312022144750-34.tiff,29,0.214202525,15.991837
img0-08312022144751-39.tiff,img1-08312022144750-34.tiff,30,0.221556205,16.370068
img0-08312022144752-40.tiff,img1-08312022144752-35.tiff,31,0.228909866,16.653742
img0-08312022144753-41.tiff,img1-08312022144753-36.tiff,32,0.236223795,17.031973
img0-08312022144754-42.tiff,img1-08312022144754-37.tiff,33,0.243557593,17.315647
img0-08312022144755-43.tiff,img1-08312022144755-38.tiff,34,0.251012633,17.68442581
img0-08312022144756-44.tiff,img1-08312022144756-39.tiff,35,0.258324581,17.97755
img0-08312022144757-45.tiff,img1-08312022144757-40.tiff,36,0.265735885,18.25177291
img0-08312022144758-46.tiff,img1-08312022144758-41.tiff,37,0.273051785,18.53544671
img0-08312022144759-47.tiff,img1-08312022144759-42.tiff,38,0.280365721,18.734013
img0-08312022144800-48.tiff,img1-08312022144800-43.tiff,39,0.287781009,18.93258209
img0-08312022144801-49.tiff,img1-08312022144800-43.tiff,40,0.295073054,19.12169799
img0-08312022144802-50.tiff,img1-08312022144802-44.tiff,41,0.302466474,19.490477
img0-08312022144803-51.tiff,img1-08312022144803-45.tiff,42,0.309859903,19.774149
img0-08312022144804-52.tiff,img1-08312022144804-46.tiff,43,0.317255293,19.963266
img0-08312022144805-53.tiff,img1-08312022144805-47.tiff,44,0.324607003,20.16183409
img0-08312022144806-54.tiff,img1-08312022144806-48.tiff,45,0.331960662,20.42660181
img0-08312022144807-55.tiff,img1-08312022144807-49.tiff,46,0.339314334,20.61571951
img0-08312022144808-56.tiff,img1-08312022144808-50.tiff,47,0.346727621,20.814285
img0-08312022144809-57.tiff,img1-08312022144809-51.tiff,48,0.354101165,21.0034
img0-08312022144810-58.tiff,img1-08312022144810-52.tiff,49,0.36151645,21.192518
img0-08312022144811-59.tiff,img1-08312022144810-52.tiff,50,0.368907885,21.37218171
img0-08312022144812-60.tiff,img1-08312022144812-53.tiff,51,0.37618405,21.56129491
img0-08312022144813-61.tiff,img1-08312022144813-54.tiff,52,0.383478093,21.665306
img0-08312022144814-62.tiff,img1-08312022144814-55.tiff,53,0.390869542,21.76931549
img0-08312022144815-63.tiff,img1-08312022144815-56.tiff,54,0.398223203,21.94898
img0-08312022144816-64.tiff,img1-08312022144816-57.tiff,55,0.40563849,22.138096
img0-08312022144817-65.tiff,img1-08312022144817-58.tiff,56,0.412992159,22.232653
img0-08312022144818-66.tiff,img1-08312022144818-59.tiff,57,0.420423342,22.42177
img0-08312022144820-67.tiff,img1-08312022144820-61.tiff,58,0.427739242,22.60143371
img0-08312022144821-68.tiff,img1-08312022144820-61.tiff,59,0.435011432,22.79054781
img0-08312022144822-69.tiff,img1-08312022144822-62.tiff,60,0.442404852,22.80945219
img0-08312022144823-70.tiff,img1-08312022144823-63.tiff,61,0.449738644,22.989115
img0-08312022144824-71.tiff,img1-08312022144824-64.tiff,62,0.457171806,23.16877961
img0-08312022144825-72.tiff,img1-08312022144825-65.tiff,63,0.464507622,23.178232
img0-08312022144826-73.tiff,img1-08312022144826-66.tiff,64,0.471899054,23.26333691
img0-08312022144827-74.tiff,img1-08312022144827-67.tiff,65,0.479273346,23.28137931
img0-08312022144828-75.tiff,img1-08312022144828-68.tiff,66,0.486725675,23.461905
img0-08312022144829-76.tiff,img1-08312022144829-69.tiff,67,0.494019735,23.64157311
img0-08312022144830-77.tiff,img1-08312022144830-70.tiff,68,0.501393242,23.745579
img0-08312022144831-78.tiff,img1-08312022144830-70.tiff,69,0.508748895,23.745579
img0-08312022144832-79.tiff,img1-08312022144832-71.tiff,70,0.516062885,23.840136
img0-08312022144833-80.tiff,img1-08312022144833-72.tiff,71,0.523434406,23.934694
img0-08312022144834-81.tiff,img1-08312022144834-73.tiff,72,0.530768206,24.029251
img0-08312022144835-82.tiff,img1-08312022144835-74.tiff,73,0.538123855,24.03869969
img0-08312022144836-83.tiff,img1-08312022144836-75.tiff,74,0.545515303,24.218367
img0-08312022144837-84.tiff,img1-08312022144837-76.tiff,75,0.55288881,24.312925
img0-08312022144838-85.tiff,img1-08312022144838-77.tiff,76,0.560222606,24.41693239
img0-08312022144839-86.tiff,img1-08312022144839-78.tiff,77,0.567635942,24.50204
img0-08312022144840-87.tiff,img1-08312022144840-79.tiff,78,0.574912095,24.58714941
img0-08312022144841-88.tiff,img1-08312022144840-79.tiff,79,0.582245889,24.596598
img0-08312022144842-89.tiff,img1-08312022144842-80.tiff,80,0.589637306,24.691156
img0-08312022144843-90.tiff,img1-08312022144843-81.tiff,81,0.596971106,24.68170741
img0-08312022144844-91.tiff,img1-08312022144844-82.tiff,82,0.604424165,24.691156
img0-08312022144845-92.tiff,img1-08312022144845-83.tiff,83,0.611777806,24.880274
img0-08312022144846-93.tiff,img1-08312022144846-84.tiff,84,0.619193095,24.96538161
img0-08312022144847-94.tiff,img1-08312022144847-85.tiff,85,0.626564674,25.069387
img0-08312022144848-95.tiff,img1-08312022144848-86.tiff,86,0.633858706,25.069387
img0-08312022144849-96.tiff,img1-08312022144849-87.tiff,87,0.641272006,25.24905451
img0-08312022144850-97.tiff,img1-08312022144850-88.tiff,88,0.648663423,25.258503
img0-08312022144851-98.tiff,img1-08312022144850-88.tiff,89,0.655919706,25.258503
img0-08312022144852-99.tiff,img1-08312022144852-89.tiff,90,0.663333042,25.35306
img0-08312022144853-100.tiff,img1-08312022144853-90.tiff,91,0.670607206,25.35306
img0-08312022144854-101.tiff,img1-08312022144854-91.tiff,92,0.677942989,25.542177
img0-08312022144855-102.tiff,img1-08312022144855-92.tiff,93,0.685376185,25.62728731
img0-08312022144856-103.tiff,img1-08312022144856-93.tiff,94,0.692727854,25.731293
img0-08312022144857-104.tiff,img1-08312022144857-94.tiff,95,0.700101365,25.82585
img0-08312022144858-105.tiff,img1-08312022144858-95.tiff,96,0.707455013,25.920408
img0-08312022144859-106.tiff,img1-08312022144859-96.tiff,97,0.714810695,26.014965
img0-08312022144900-107.tiff,img1-08312022144900-97.tiff,98,0.722162406,26.014965
img0-08312022144901-108.tiff,img1-08312022144900-97.tiff,99,0.729516102,26.02441389
img0-08312022144902-109.tiff,img1-08312022144902-98.tiff,100,0.736889609,26.204082
img0-08312022144903-110.tiff,img1-08312022144903-99.tiff,101,0.744342675,26.29864
img0-08312022144904-111.tiff,img1-08312022144904-100.tiff,102,0.751716203,26.393198
img0-08312022144905-112.tiff,img1-08312022144905-101.tiff,103,0.759111595,26.40264649
img0-08312022144906-113.tiff,img1-08312022144906-102.tiff,104,0.766445395,26.487755
img0-08312022144907-114.tiff,img1-08312022144907-103.tiff,105,0.773799095,26.582312
img0-08312022144908-115.tiff,img1-08312022144908-104.tiff,106,0.781170655,26.67687
img0-08312022144909-116.tiff,img1-08312022144909-105.tiff,107,0.788544165,26.77143
img0-08312022144910-117.tiff,img1-08312022144910-106.tiff,108,0.795858106,26.865988
img0-08312022144911-118.tiff,img1-08312022144911-107.tiff,109,0.803211806,27.03620413
img0-08312022144912-119.tiff,img1-08312022144911-107.tiff,110,0.810446206,27.055101
img0-08312022144913-120.tiff,img1-08312022144913-108.tiff,111,0.817901195,27.14966
img0-08312022144914-121.tiff,img1-08312022144914-109.tiff,112,0.825312542,27.14966
img0-08312022144915-122.tiff,img1-08312022144915-110.tiff,113,0.832626454,27.244217
img0-08312022144916-123.tiff,img1-08312022144916-111.tiff,114,0.840019874,27.34822279
img0-08312022144917-124.tiff,img1-08312022144917-112.tiff,115,0.847433206,27.433334
img0-08312022144918-125.tiff,img1-08312022144918-113.tiff,116,0.854689488,27.44278249
img0-08312022144919-126.tiff,img1-08312022144919-114.tiff,117,0.862080906,27.62245
img0-08312022144920-127.tiff,img1-08312022144920-115.tiff,118,0.869396795,27.717007
img0-08312022144921-128.tiff,img1-08312022144921-116.tiff,119,0.876748509,27.811563
img0-08312022144922-129.tiff,img1-08312022144921-116.tiff,120,0.884183655,27.906122
img0-08312022144923-130.tiff,img1-08312022144923-117.tiff,121,0.891616888,27.906122
img0-08312022144924-131.tiff,img1-08312022144924-118.tiff,122,0.898990395,28.00068
img0-08312022144925-132.tiff,img1-08312022144925-119.tiff,123,0.906322206,28.00068
img0-08312022144926-133.tiff,img1-08312022144926-120.tiff,124,0.913695806,28.095238
img0-08312022144927-134.tiff,img1-08312022144927-121.tiff,125,0.921029561,28.189796
img0-08312022144928-135.tiff,img1-08312022144928-122.tiff,126,0.92834549,28.284353
img0-08312022144929-136.tiff,img1-08312022144929-123.tiff,127,0.935677302,28.284353
img0-08312022144930-137.tiff,img1-08312022144930-124.tiff,128,0.943090552,28.473469
img0-08312022144931-138.tiff,img1-08312022144931-125.tiff,129,0.950285188,28.55851264
img0-08312022144932-139.tiff,img1-08312022144931-125.tiff,130,0.957678611,28.662586
img0-08312022144933-140.tiff,img1-08312022144933-126.tiff,131,0.965111788,28.662586
img0-08312022144934-141.tiff,img1-08312022144934-127.tiff,132,0.972403853,28.757143
img0-08312022144935-142.tiff,img1-08312022144935-128.tiff,133,0.979878752,28.77616991
img0-08312022144936-143.tiff,img1-08312022144936-129.tiff,134,0.9872722,28.95577226
img0-08312022144937-144.tiff,img1-08312022144937-130.tiff,135,0.994586101,29.135376
img0-08312022144938-145.tiff,img1-08312022144938-131.tiff,136,1.001939852,29.32449
img0-08312022144939-146.tiff,img1-08312022144939-132.tiff,137,1.009333152,29.419048
img0-08312022144940-147.tiff,img1-08312022144940-133.tiff,138,1.016688854,29.52311856
img0-08312022144941-148.tiff,img1-08312022144941-134.tiff,139,1.024100152,29.78776364
img0-08312022144942-149.tiff,img1-08312022144941-134.tiff,140,1.031473652,29.891838
img0-08312022144943-150.tiff,img1-08312022144943-135.tiff,141,1.038827352,29.986395
img0-08312022144944-151.tiff,img1-08312022144944-136.tiff,142,1.046200952,30.080952
img0-08312022144945-152.tiff,img1-08312022144945-137.tiff,143,1.053514752,30.270067
img0-08312022144946-153.tiff,img1-08312022144946-138.tiff,144,1.060828752,30.27958076
img0-08312022144947-154.tiff,img1-08312022144947-139.tiff,145,1.068283744,30.459185
img0-08312022144948-155.tiff,img1-08312022144948-140.tiff,146,1.075577854,30.56325456
img0-08312022144949-156.tiff,img1-08312022144949-141.tiff,147,1.082949352,30.6483
img0-08312022144950-157.tiff,img1-08312022144950-142.tiff,148,1.090203652,30.742857
img0-08312022144951-158.tiff,img1-08312022144951-143.tiff,149,1.09753545,30.837414
img0-08312022144952-159.tiff,img1-08312022144951-143.tiff,150,1.104913054,31.01701664
img0-08312022144953-160.tiff,img1-08312022144953-144.tiff,151,1.112187154,31.03604366
img0-08312022144954-161.tiff,img1-08312022144954-145.tiff,152,1.119600544,31.215647
img0-08312022144955-162.tiff,img1-08312022144955-146.tiff,153,1.126993944,31.310204
img0-08312022144956-163.tiff,img1-08312022144956-147.tiff,154,1.134405152,31.41427546
img0-08312022144957-164.tiff,img1-08312022144957-148.tiff,155,1.141681354,31.49932
img0-08312022144958-165.tiff,img1-08312022144958-149.tiff,156,1.149054944,31.67892324
img0-08312022144959-166.tiff,img1-08312022144959-150.tiff,157,1.156505972,31.782993
img0-08312022145000-167.tiff,img1-08312022145000-151.tiff,158,1.16383776,31.877552
img0-08312022145001-168.tiff,img1-08312022145001-152.tiff,159,1.171215444,31.96259564
img0-08312022145002-169.tiff,img1-08312022145001-152.tiff,160,1.178666442,32.066666
img0-08312022145003-170.tiff,img1-08312022145003-153.tiff,161,1.186059852,32.255783
img0-08312022145004-171.tiff,img1-08312022145004-154.tiff,162,1.193375754,32.34082484
img0-08312022145005-172.tiff,img1-08312022145005-155.tiff,163,1.200707642,32.444897
img0-08312022145006-173.tiff,img1-08312022145006-156.tiff,164,1.208140652,32.634014
img0-08312022145007-174.tiff,img1-08312022145007-157.tiff,165,1.215474552,32.823128
img0-08312022145008-175.tiff,img1-08312022145008-158.tiff,166,1.222788352,33.012245
img0-08312022145009-176.tiff,img1-08312022145009-159.tiff,167,1.230062652,33.1068
img0-08312022145010-177.tiff,img1-08312022145010-160.tiff,168,1.237376542,33.295918
img0-08312022145011-178.tiff,img1-08312022145011-161.tiff,169,1.244829552,33.46600798
img0-08312022145012-179.tiff,img1-08312022145011-161.tiff,170,1.252163352,33.57959
img0-08312022145013-180.tiff,img1-08312022145013-162.tiff,171,1.259517152,33.68366336
img0-08312022145014-181.tiff,img1-08312022145014-163.tiff,172,1.266932254,33.87277956
img0-08312022145015-182.tiff,img1-08312022145015-164.tiff,173,1.274323752,34.13742634
img0-08312022145016-183.tiff,img1-08312022145016-165.tiff,174,1.281677452,34.241497
img0-08312022145017-184.tiff,img1-08312022145017-166.tiff,175,1.288993354,34.430614
img0-08312022145018-185.tiff,img1-08312022145018-167.tiff,176,1.296384752,34.60070129
img0-08312022145019-186.tiff,img1-08312022145019-168.tiff,177,1.303778252,34.619728
img0-08312022145020-187.tiff,img1-08312022145020-169.tiff,178,1.311173554,34.714287
img0-08312022145021-188.tiff,img1-08312022145021-170.tiff,179,1.318644552,34.9034
img0-08312022145022-189.tiff,img1-08312022145021-170.tiff,180,1.325978352,35.092518
img0-08312022145023-190.tiff,img1-08312022145023-171.tiff,181,1.333351942,35.27211705
img0-08312022145024-191.tiff,img1-08312022145024-172.tiff,182,1.340687654,35.37619
img0-08312022145025-192.tiff,img1-08312022145025-173.tiff,183,1.348021554,35.565304
img0-08312022145026-193.tiff,img1-08312022145026-174.tiff,184,1.355353252,35.75442
img0-08312022145027-194.tiff,img1-08312022145027-175.tiff,185,1.362766552,36.02858095
img0-08312022145028-195.tiff,img1-08312022145028-176.tiff,186,1.370003034,36.21769654
img0-08312022145029-196.tiff,img1-08312022145029-177.tiff,187,1.377316954,36.32177
img0-08312022145030-197.tiff,img1-08312022145030-178.tiff,188,1.384787852,36.50137005
img0-08312022145031-198.tiff,img1-08312022145031-179.tiff,189,1.392121662,36.7
img0-08312022145032-199.tiff,img1-08312022145031-179.tiff,190,1.399556754,36.88912
img0-08312022145033-200.tiff,img1-08312022145033-180.tiff,191,1.406908462,37.07823
img0-08312022145034-201.tiff,img1-08312022145034-181.tiff,192,1.414222442,37.267345
img0-08312022145035-202.tiff,img1-08312022145035-182.tiff,193,1.421615852,37.456463
img0-08312022145036-203.tiff,img1-08312022145036-183.tiff,194,1.428852254,37.55102
img0-08312022145037-204.tiff,img1-08312022145037-184.tiff,195,1.436184142,37.74964856
img0-08312022145038-205.tiff,img1-08312022145038-185.tiff,196,1.443597262,37.93876616
img0-08312022145039-206.tiff,img1-08312022145039-186.tiff,197,1.451010652,38.11837
img0-08312022145040-207.tiff,img1-08312022145040-187.tiff,198,1.458443842,38.307484
img0-08312022145041-208.tiff,img1-08312022145041-188.tiff,199,1.465757752,38.496597
img0-08312022145042-209.tiff,img1-08312022145042-189.tiff,200,1.473210752,38.77075954
img0-08312022145043-210.tiff,img1-08312022145042-189.tiff,201,1.480526754,39.05443244
img0-08312022145044-211.tiff,img1-08312022145044-190.tiff,202,1.487860454,39.158504
img0-08312022145045-212.tiff,img1-08312022145045-191.tiff,203,1.495251952,39.43266384
img0-08312022145046-213.tiff,img1-08312022145046-192.tiff,204,1.50260346,39.62177695
img0-08312022145047-214.tiff,img1-08312022145047-193.tiff,205,1.509961254,39.72585
img0-08312022145048-215.tiff,img1-08312022145048-194.tiff,206,1.517193642,39.92448046
img0-08312022145049-216.tiff,img1-08312022145049-195.tiff,207,1.524587052,40.19864
img0-08312022145051-217.tiff,img1-08312022145051-197.tiff,208,1.531940752,40.30271146
img0-08312022145052-218.tiff,img1-08312022145052-198.tiff,209,1.539336254,40.49182366
img0-08312022145053-219.tiff,img1-08312022145052-198.tiff,210,1.546667952,40.765987
img0-08312022145054-220.tiff,img1-08312022145054-199.tiff,211,1.554103154,40.9551
img0-08312022145055-221.tiff,img1-08312022145055-200.tiff,212,1.56153235,41.238773
img0-08312022145056-222.tiff,img1-08312022145056-201.tiff,213,1.568748852,41.42789
img0-08312022145057-223.tiff,img1-08312022145057-202.tiff,214,1.576084654,41.62651756
img0-08312022145058-224.tiff,img1-08312022145058-203.tiff,215,1.583557654,41.99524
img0-08312022145059-225.tiff,img1-08312022145059-204.tiff,216,1.590948952,42.278915
img0-08312022145100-226.tiff,img1-08312022145100-205.tiff,217,1.598362352,42.46803
img0-08312022145101-227.tiff,img1-08312022145101-206.tiff,218,1.605755752,42.73267309
img0-08312022145102-228.tiff,img1-08312022145102-207.tiff,219,1.613188952,42.940815
img0-08312022145103-229.tiff,img1-08312022145102-207.tiff,220,1.620562352,43.21497384
img0-08312022145104-230.tiff,img1-08312022145104-208.tiff,221,1.627836652,43.49864954
img0-08312022145105-231.tiff,img1-08312022145105-209.tiff,222,1.635231954,43.697277
img0-08312022145106-232.tiff,img1-08312022145106-210.tiff,223,1.642563852,43.886395
img0-08312022145107-233.tiff,img1-08312022145107-211.tiff,224,1.649979144,44.170067
img0-08312022145108-234.tiff,img1-08312022145108-212.tiff,225,1.657291142,44.27414305
img0-08312022145109-235.tiff,img1-08312022145109-213.tiff,226,1.664664552,44.548298
img0-08312022145110-236.tiff,img1-08312022145110-214.tiff,227,1.672060054,44.82245994
img0-08312022145111-237.tiff,img1-08312022145111-215.tiff,228,1.679451352,45.03060146
img0-08312022145112-238.tiff,img1-08312022145112-216.tiff,229,1.686747454,45.304764
img0-08312022145113-239.tiff,img1-08312022145112-216.tiff,230,1.694180654,45.59794905
img0-08312022145114-240.tiff,img1-08312022145114-217.tiff,231,1.701574154,45.87211
img0-08312022145115-241.tiff,img1-08312022145115-218.tiff,232,1.708826352,46.15578
img0-08312022145116-242.tiff,img1-08312022145116-219.tiff,233,1.716180062,46.439457
img0-08312022145117-243.tiff,img1-08312022145117-220.tiff,234,1.723613352,46.723125
img0-08312022145118-244.tiff,img1-08312022145118-221.tiff,235,1.730986752,47.0068
img0-08312022145119-245.tiff,img1-08312022145119-222.tiff,236,1.738320652,47.29999146
img0-08312022145120-246.tiff,img1-08312022145120-223.tiff,237,1.745674252,47.65919184
img0-08312022145121-247.tiff,img1-08312022145121-224.tiff,238,1.753107452,47.95238
img0-08312022145122-248.tiff,img1-08312022145122-225.tiff,239,1.760480952,48.32109844
img0-08312022145123-249.tiff,img1-08312022145122-225.tiff,240,1.767775142,48.69932954
img0-08312022145124-250.tiff,img1-08312022145124-226.tiff,241,1.775148552,48.90747326
img0-08312022145125-251.tiff,img1-08312022145125-227.tiff,242,1.782482452,49.26667634
img0-08312022145126-252.tiff,img1-08312022145126-228.tiff,243,1.789955342,49.56937726
img0-08312022145127-253.tiff,img1-08312022145127-229.tiff,244,1.797291144,49.938095
img0-08312022145128-254.tiff,img1-08312022145128-230.tiff,245,1.804662652,50.30681604
img0-08312022145129-255.tiff,img1-08312022145129-231.tiff,246,1.812137654,50.68504364
img0-08312022145130-256.tiff,img1-08312022145130-232.tiff,247,1.819451454,51.07279
img0-08312022145131-257.tiff,img1-08312022145131-233.tiff,248,1.826745554,51.545578
img0-08312022145132-258.tiff,img1-08312022145132-234.tiff,249,1.834176752,51.91429674
img0-08312022145133-259.tiff,img1-08312022145132-234.tiff,250,1.841589962,52.302044
img0-08312022145134-260.tiff,img1-08312022145134-235.tiff,251,1.848804552,52.68027
img0-08312022145135-261.tiff,img1-08312022145135-236.tiff,252,1.856217952,53.06801546
img0-08312022145136-262.tiff,img1-08312022145136-237.tiff,253,1.863573454,53.44625016
img0-08312022145137-263.tiff,img1-08312022145137-238.tiff,254,1.870984852,53.909523
img0-08312022145138-264.tiff,img1-08312022145138-239.tiff,255,1.878298652,54.287758
img0-08312022145139-265.tiff,img1-08312022145139-240.tiff,256,1.885672262,54.760548
img0-08312022145140-266.tiff,img1-08312022145140-241.tiff,257,1.893125352,55.22381684
img0-08312022145141-267.tiff,img1-08312022145141-242.tiff,258,1.900479042,55.70612
img0-08312022145142-268.tiff,img1-08312022145142-243.tiff,259,1.907695554,56.17891
img0-08312022145143-269.tiff,img1-08312022145142-243.tiff,260,1.915128754,56.6517
img0-08312022145144-270.tiff,img1-08312022145144-244.tiff,261,1.922460452,57.12449
img0-08312022145145-271.tiff,img1-08312022145145-245.tiff,262,1.929973152,57.59728
img0-08312022145146-272.tiff,img1-08312022145146-246.tiff,263,1.937308954,58.07007
img0-08312022145147-273.tiff,img1-08312022145147-247.tiff,264,1.944720352,58.54286
img0-08312022145148-274.tiff,img1-08312022145148-248.tiff,265,1.952113652,59.02516116
img0-08312022145149-275.tiff,img1-08312022145149-249.tiff,266,1.959449454,59.40339305
img0-08312022145150-276.tiff,img1-08312022145150-250.tiff,267,1.966743454,60.055782
img0-08312022145151-277.tiff,img1-08312022145151-251.tiff,268,1.974097254,60.53808516
img0-08312022145152-278.tiff,img1-08312022145152-252.tiff,269,1.981528362,61.095917
img0-08312022145153-279.tiff,img1-08312022145152-252.tiff,270,1.988744854,61.663265
img0-08312022145154-280.tiff,img1-08312022145154-253.tiff,271,1.996096562,62.30614498
img0-08312022145155-281.tiff,img1-08312022145155-254.tiff,272,2.003450242,62.797962
